[watcher started] 2026-04-28T15:27:49+00:00
[watcher] 2026-04-28T16:51:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:52:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:52:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:53:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:53:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:54:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:54:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:55:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:55:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:56:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:56:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:57:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:57:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:58:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:58:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:59:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T16:59:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:00:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:00:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:01:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:01:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:02:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:02:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:03:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:03:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:04:21+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:04:51+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:05:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:05:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:06:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:06:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:07:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:07:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:08:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:08:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:09:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:09:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:10:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:10:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:11:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:11:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:12:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:12:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:13:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:13:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:14:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:14:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:15:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:15:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:16:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:16:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:17:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:17:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:18:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:18:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:19:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:19:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:20:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:20:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:21:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:21:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:22:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:22:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:23:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:23:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:24:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:24:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:25:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:25:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:26:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:26:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:27:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:27:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:28:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:28:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:29:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:29:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:30:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:30:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:31:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:31:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:32:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:32:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:33:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:33:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:34:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:34:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:35:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:35:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:36:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:36:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:37:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:37:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:38:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:38:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:39:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:39:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:40:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:40:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:41:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:41:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:42:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:42:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:43:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:43:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:44:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:44:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:45:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:45:52+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:46:22+00:00 32K_complete=2/20
[watcher] 2026-04-28T17:46:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:47:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:47:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:48:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:48:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:49:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:49:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:50:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:50:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:51:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:51:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:52:22+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:52:52+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:53:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:53:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:54:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:54:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:55:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:55:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:56:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:56:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:57:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:57:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:58:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:58:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:59:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T17:59:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:00:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:00:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:01:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:01:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:02:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:02:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:03:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:03:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:04:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:04:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:05:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:05:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:06:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:06:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:07:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:07:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:08:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:08:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:09:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:09:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:10:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:10:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:11:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:11:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:12:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:12:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:13:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:13:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:14:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:14:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:15:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:15:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:16:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:16:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:17:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:17:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:18:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:18:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:19:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:19:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:20:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:20:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:21:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:21:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:22:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:22:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:23:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:23:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:24:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:24:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:25:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:25:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:26:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:26:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:27:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:27:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:28:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:28:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:29:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:29:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:30:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:30:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:31:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:31:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:32:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:32:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:33:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:33:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:34:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:34:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:35:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:35:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:36:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:36:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:37:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:37:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:38:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:38:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:39:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:39:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:40:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:40:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:41:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:41:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:42:23+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:42:53+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:43:24+00:00 32K_complete=3/20
[watcher] 2026-04-28T18:43:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:44:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:44:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:45:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:45:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:46:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:46:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:47:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:47:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:48:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:48:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:49:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:49:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:50:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:50:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:51:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:51:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:52:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:52:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:53:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:53:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:54:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:54:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:55:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:55:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:56:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:56:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:57:24+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:57:54+00:00 32K_complete=4/20
[watcher] 2026-04-28T18:58:24+00:00 32K_complete=4/20
